id,hotelId,name,autoGeneratedCode,createdAt,updatedAt,isSeedData,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
4,3,'食事グループ','0003000001','2023-02-09 21:16:23.270201+09:00','2023-02-14 13:33:08.665123+09:00',True,None,None,None,None,None
