id,hotelId,receiptItemId,planSaleItemId,facilityTypeSaleItemId,saleItemId,saleItem,unitPrice,quantity,amount,type,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId,boughtAt,payAt,taxId,tax,childrenTypeId,childrenType
209654,3,202573,None,None,None,None,None,None,1400,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-17 00:00:00+09:00',None,None,None,None
209655,3,202574,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-25 00:00:00+09:00',None,None,None,None,None
209656,3,202575,None,None,None,None,None,None,8000,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None
209657,3,202576,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
209658,3,202577,None,None,None,None,None,None,2100,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
209659,3,202578,None,None,None,None,None,None,10000,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
209660,3,202579,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
209661,3,202580,None,None,None,None,None,None,10890,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
209662,3,202581,None,None,None,None,None,None,1210,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
209663,3,202582,None,None,None,None,4546,2,9093,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-12-17 00:00:00+09:00',None,None,None,None,None
209664,3,202583,None,None,None,None,None,None,9093,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-12-18 00:00:00+09:00',None,None,None,None
209665,3,202584,None,None,None,None,4750,2,9500,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-23 00:00:00+09:00',None,None,None,None,None
209666,3,202585,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-24 00:00:00+09:00',None,None,None,None,None
209667,3,202586,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-25 00:00:00+09:00',None,None,None,None,None
209668,3,202587,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
209669,3,202588,None,None,None,None,4350,2,8700,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None,None
209670,3,202589,None,None,None,None,None,None,54500,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-28 00:00:00+09:00',None,None,None,None
209671,3,202590,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-12-05 00:00:00+09:00',None,None,None,None,None
209672,3,202591,None,None,None,None,None,None,5760,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-12-06 00:00:00+09:00',None,None,None,None
209673,3,202592,None,None,None,None,None,None,640,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-12-06 00:00:00+09:00',None,None,None,None
209674,3,202593,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
209675,3,202594,None,None,None,None,None,None,12100,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
209676,3,202595,None,None,None,None,10100,1,10100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-12 00:00:00+09:00',None,None,None,None,None
209677,3,202596,None,None,None,None,None,None,10100,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-13 00:00:00+09:00',None,None,None,None
209678,3,202597,None,None,None,None,4550,2,9100,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-15 00:00:00+09:00',None,None,None,None,None
209679,3,202598,None,None,None,None,None,None,9100,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-11-16 00:00:00+09:00',None,None,None,None
209680,3,202599,None,None,None,None,3950,2,7900,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-12-10 00:00:00+09:00',None,None,None,None,None
209681,3,202600,None,None,None,None,3450,2,6900,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-12-11 00:00:00+09:00',None,None,None,None,None
208542,3,201464,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208543,3,201465,None,None,None,None,None,None,8000,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208544,3,201466,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208545,3,201467,None,None,None,None,None,None,8000,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208546,3,201468,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208547,3,201469,None,None,None,None,None,None,8000,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208548,3,201470,None,None,None,None,3450,2,6900,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-29 00:00:00+09:00',None,None,None,None,None
208549,3,201471,None,None,None,None,None,None,6900,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-30 00:00:00+09:00',None,None,None,None
208550,3,201472,None,None,None,None,4100,2,8200,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None,None
208551,3,201473,None,None,None,None,None,None,8200,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-27 00:00:00+09:00',None,None,None,None
208552,3,201474,None,None,None,None,6300,2,12600,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-12 00:00:00+09:00',None,None,None,None,None
208553,3,201475,None,None,None,None,None,None,12600,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-13 00:00:00+09:00',None,None,None,None
208554,3,201476,None,None,None,None,6300,2,12600,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-12 00:00:00+09:00',None,None,None,None,None
208555,3,201477,None,None,None,None,None,None,12600,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-13 00:00:00+09:00',None,None,None,None
208556,3,201478,None,None,None,None,4600,2,9200,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-28 00:00:00+09:00',None,None,None,None,None
208557,3,201479,None,None,None,None,None,None,9200,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-29 00:00:00+09:00',None,None,None,None
208558,3,201480,None,None,None,None,6800,1,6800,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-24 00:00:00+09:00',None,None,None,None,None
208559,3,201481,None,None,None,None,None,None,6800,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None
208560,3,201482,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-24 00:00:00+09:00',None,None,None,None,None
208561,3,201483,None,None,None,None,None,None,6400,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None
208562,3,201484,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-24 00:00:00+09:00',None,None,None,None,None
208563,3,201485,None,None,None,None,None,None,6400,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None
208564,3,201486,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-24 00:00:00+09:00',None,None,None,None,None
208565,3,201487,None,None,None,None,None,None,6400,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None
208566,3,201488,None,None,None,None,7400,1,7400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None,None
208567,3,201489,None,None,None,None,None,None,7400,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None
208568,3,201490,None,None,None,None,3089,2,6179,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-11-01 00:00:00+09:00',None,None,None,None,None
208569,3,201491,None,None,None,None,None,None,6179,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-11-02 00:00:00+09:00',None,None,None,None
208570,3,201492,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None,None
208571,3,201493,None,None,None,None,None,None,5760,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-27 00:00:00+09:00',None,None,None,None
208572,3,201494,None,None,None,None,None,None,640,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-27 00:00:00+09:00',None,None,None,None
208573,3,201495,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None,None
208574,3,201496,None,None,None,None,None,None,3840,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None
208575,3,201497,None,None,None,None,None,None,2560,'payment','2023-02-28 10:15:32.275859+09:00','2023-02-28 10:15:32.275859+09:00',None,None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None
208576,3,201498,None,None,None,None,7400,1,7400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-28 00:00:00+09:00',None,None,None,None,None
208577,3,201499,None,None,None,None,None,None,7400,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-10-29 00:00:00+09:00',None,None,None,None
208578,3,201500,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208579,3,201501,None,None,None,None,None,None,8000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208580,3,201502,None,None,None,None,6050,2,12100,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-29 00:00:00+09:00',None,None,None,None,None
208581,3,201503,None,None,None,None,None,None,12100,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-10-30 00:00:00+09:00',None,None,None,None
208582,3,201504,None,None,None,None,5050,2,10100,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208583,3,201505,None,None,None,None,4350,2,8700,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None,None
208584,3,201506,None,None,None,None,None,None,18800,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-21 00:00:00+09:00',None,None,None,None
208585,3,201507,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-31 00:00:00+09:00',None,None,None,None,None
208586,3,201508,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-01 00:00:00+09:00',None,None,None,None,None
208587,3,201509,None,None,None,None,7400,1,7400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-02 00:00:00+09:00',None,None,None,None,None
208588,3,201510,None,None,None,None,None,None,20200,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-03 00:00:00+09:00',None,None,None,None
208589,3,201511,None,None,None,None,4350,2,8700,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-24 00:00:00+09:00',None,None,None,None,None
208590,3,201512,None,None,None,None,4350,2,8700,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-25 00:00:00+09:00',None,None,None,None,None
208591,3,201513,None,None,None,None,4650,2,9300,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208592,3,201514,None,None,None,None,None,None,26700,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208593,3,201515,None,None,None,None,4350,2,8700,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-25 00:00:00+09:00',None,None,None,None,None
208594,3,201516,None,None,None,None,4500,2,9000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-26 00:00:00+09:00',None,None,None,None,None
208595,3,201517,None,None,None,None,5150,2,10300,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-10-27 00:00:00+09:00',None,None,None,None,None
208596,3,201518,None,None,None,None,None,None,28000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-10-28 00:00:00+09:00',None,None,None,None
208597,3,201519,None,None,None,None,4465,2,8930,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208598,3,201520,None,None,None,None,4465,2,8930,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208599,3,201521,None,None,None,None,None,None,8930,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208600,3,201522,None,None,None,None,7200,1,7200,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-24 00:00:00+09:00',None,None,None,None,None
208601,3,201523,None,None,None,None,8500,1,8500,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-25 00:00:00+09:00',None,None,None,None,None
208602,3,201524,None,None,None,None,10100,1,10100,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208603,3,201525,None,None,None,None,6800,1,6800,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None,None
208604,3,201526,None,None,None,None,None,None,32600,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-28 00:00:00+09:00',None,None,None,None
208605,3,201527,None,None,None,None,6800,1,6800,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-12-14 00:00:00+09:00',None,None,None,None,None
208606,3,201528,None,None,None,None,None,None,6800,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-12-15 00:00:00+09:00',None,None,None,None
208607,3,201529,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208608,3,201530,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208609,3,201531,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208610,3,201532,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208611,3,201533,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208612,3,201534,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208613,3,201535,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208614,3,201536,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208615,3,201537,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208616,3,201538,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208617,3,201539,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208618,3,201540,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208619,3,201541,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208620,3,201542,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208621,3,201543,None,None,None,None,6000,2,12000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-19 00:00:00+09:00',None,None,None,None,None
208622,3,201544,None,None,None,None,None,None,12000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-20 00:00:00+09:00',None,None,None,None
208623,3,201545,None,None,None,None,3950,2,7900,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-05 00:00:00+09:00',None,None,None,None,None
208624,3,201546,None,None,None,None,None,None,7900,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-06 00:00:00+09:00',None,None,None,None
208625,3,201547,None,None,None,None,7400,1,7400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208626,3,201548,None,None,None,None,None,None,6660,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208627,3,201549,None,None,None,None,None,None,740,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208628,3,201550,None,None,None,None,3500,2,7000,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-12-11 00:00:00+09:00',None,None,None,None,None
208629,3,201551,None,None,None,None,None,None,7000,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-12-12 00:00:00+09:00',None,None,None,None
208630,3,201552,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,'2022-11-09 00:00:00+09:00',None,None,None,None,None
208631,3,201553,None,None,None,None,None,None,6400,'payment','2023-02-28 10:15:38.181501+09:00','2023-02-28 10:15:38.181501+09:00',None,None,None,None,None,None,'2022-11-10 00:00:00+09:00',None,None,None,None
209682,3,202601,None,None,None,None,None,None,14800,'payment','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,None,'2022-12-12 00:00:00+09:00',None,None,None,None
209683,3,202602,None,None,None,None,6800,1,6800,'stay_price','2023-02-28 10:17:47.418635+09:00','2023-02-28 10:17:47.418635+09:00',None,None,None,None,None,'2022-11-02 00:00:00+09:00',None,None,None,None,None
208632,3,201554,None,None,None,None,4512,2,9024,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-12-17 00:00:00+09:00',None,None,None,None,None
208633,3,201555,None,None,None,None,None,None,9024,'payment','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,None,'2022-12-18 00:00:00+09:00',None,None,None,None
208634,3,201556,None,None,None,None,7400,1,7400,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-11-26 00:00:00+09:00',None,None,None,None,None
208635,3,201557,None,None,None,None,None,None,7400,'payment','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,None,'2022-11-27 00:00:00+09:00',None,None,None,None
208636,3,201558,None,None,None,None,4000,2,8000,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-11-11 00:00:00+09:00',None,None,None,None,None
208637,3,201559,None,None,None,None,None,None,8000,'payment','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,None,'2022-11-12 00:00:00+09:00',None,None,None,None
208638,3,201560,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-12-05 00:00:00+09:00',None,None,None,None,None
208639,3,201561,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-12-06 00:00:00+09:00',None,None,None,None,None
208640,3,201562,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-12-07 00:00:00+09:00',None,None,None,None,None
208641,3,201563,None,None,None,None,6400,1,6400,'stay_price','2023-02-28 10:15:43.621387+09:00','2023-02-28 10:15:43.621387+09:00',None,None,None,None,None,'2022-12-08 00:00:00+09:00',None,None,None,None,None
