id,hotelId,bookingType,bookingId,otherTaxPercentage,roomBookingReceiptId,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
64988,3,'room_booking',64983,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6091425
64989,3,'room_booking',64984,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6091779
64990,3,'room_booking',64985,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6091783
64991,3,'room_booking',64986,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6092318
64992,3,'room_booking',64987,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6092402
64993,3,'room_booking',64988,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6092403
64994,3,'room_booking',64989,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6092974
64995,3,'room_booking',64990,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6093034
64996,3,'room_booking',64991,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6093461
64997,3,'room_booking',64992,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6093539
64998,3,'room_booking',64993,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6093697
64999,3,'room_booking',64994,None,None,'2023-02-28 10:20:06.961404+09:00','2023-02-28 10:20:06.961404+09:00',None,None,None,None,6093698
65000,3,'room_booking',64995,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093783
65001,3,'room_booking',64996,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093835
65002,3,'room_booking',64997,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093864
65003,3,'room_booking',64998,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093866
65004,3,'room_booking',64999,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093867
65005,3,'room_booking',65000,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6093918
65006,3,'room_booking',65001,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094280
65007,3,'room_booking',65002,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094338
65008,3,'room_booking',65003,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094382
65009,3,'room_booking',65004,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094383
65010,3,'room_booking',65005,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094460
65011,3,'room_booking',65006,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094657
65012,3,'room_booking',65007,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6094721
65013,3,'room_booking',65008,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6095041
65014,3,'room_booking',65009,None,None,'2023-02-28 10:20:12.613730+09:00','2023-02-28 10:20:12.613730+09:00',None,None,None,None,6095308
65015,3,'room_booking',65010,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095439
65016,3,'room_booking',65011,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095757
65017,3,'room_booking',65012,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095758
65018,3,'room_booking',65013,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095821
65019,3,'room_booking',65014,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095823
65020,3,'room_booking',65015,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095825
65021,3,'room_booking',65016,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095873
65022,3,'room_booking',65017,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095974
65023,3,'room_booking',65018,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6095975
65024,3,'room_booking',65019,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096093
65025,3,'room_booking',65020,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096095
65026,3,'room_booking',65021,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096236
65027,3,'room_booking',65022,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096445
65028,3,'room_booking',65023,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096589
65029,3,'room_booking',65024,None,None,'2023-02-28 10:20:18.297758+09:00','2023-02-28 10:20:18.297758+09:00',None,None,None,None,6096649
65030,3,'room_booking',65025,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6096798
65031,3,'room_booking',65026,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097004
65032,3,'room_booking',65027,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097089
65033,3,'room_booking',65028,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097144
65034,3,'room_booking',65029,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097216
65035,3,'room_booking',65030,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097219
65036,3,'room_booking',65031,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097426
65037,3,'room_booking',65032,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097929
65038,3,'room_booking',65033,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097930
65039,3,'room_booking',65034,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6097931
65040,3,'room_booking',65035,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6098033
65041,3,'room_booking',65036,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6098613
65042,3,'room_booking',65037,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6098717
65043,3,'room_booking',65038,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6098719
65044,3,'room_booking',65039,None,None,'2023-02-28 10:20:23.893302+09:00','2023-02-28 10:20:23.893302+09:00',None,None,None,None,6098820
65045,3,'room_booking',65040,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6099517
65046,3,'room_booking',65041,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6099587
65047,3,'room_booking',65042,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6099677
65048,3,'room_booking',65043,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6099872
65049,3,'room_booking',65044,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6099998
65050,3,'room_booking',65045,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6100000
65051,3,'room_booking',65046,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6100002
65052,3,'room_booking',65047,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6100290
65053,3,'room_booking',65048,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6100511
65054,3,'room_booking',65049,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6101437
65055,3,'room_booking',65050,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6101648
65056,3,'room_booking',65051,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6101790
65057,3,'room_booking',65052,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6101791
65058,3,'room_booking',65053,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6102544
65059,3,'room_booking',65054,None,None,'2023-02-28 10:20:29.357245+09:00','2023-02-28 10:20:29.357245+09:00',None,None,None,None,6102733
65060,3,'room_booking',65055,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6102855
65061,3,'room_booking',65056,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6104031
65062,3,'room_booking',65057,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6104825
65063,3,'room_booking',65058,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6104896
65064,3,'room_booking',65059,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6105789
65065,3,'room_booking',65060,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6105792
65066,3,'room_booking',65061,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6105904
65067,3,'room_booking',65062,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6105908
65068,3,'room_booking',65063,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106111
65069,3,'room_booking',65064,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106235
65070,3,'room_booking',65065,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106458
65071,3,'room_booking',65066,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106659
65072,3,'room_booking',65067,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106818
65073,3,'room_booking',65068,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6106871
65074,3,'room_booking',65069,None,None,'2023-02-28 10:20:34.782356+09:00','2023-02-28 10:20:34.782356+09:00',None,None,None,None,6107544
65075,3,'room_booking',65070,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6107741
65076,3,'room_booking',65071,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6108028
65077,3,'room_booking',65072,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6108265
65078,3,'room_booking',65073,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6108588
65079,3,'room_booking',65074,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6109246
65080,3,'room_booking',65075,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6109590
65081,3,'room_booking',65076,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6109591
65082,3,'room_booking',65077,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6109821
65083,3,'room_booking',65078,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6109936
65084,3,'room_booking',65079,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6110424
65085,3,'room_booking',65080,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6110758
65086,3,'room_booking',65081,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6110764
65087,3,'room_booking',65082,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6110766
65088,3,'room_booking',65083,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6110767
65089,3,'room_booking',65084,None,None,'2023-02-28 10:20:40.218018+09:00','2023-02-28 10:20:40.218018+09:00',None,None,None,None,6112387
65735,3,'room_booking',65730,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6303857
65736,3,'room_booking',65731,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6303914
65737,3,'room_booking',65732,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6303941
65738,3,'room_booking',65733,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6303943
65739,3,'room_booking',65734,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304176
65740,3,'room_booking',65735,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304227
65741,3,'room_booking',65736,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304305
65742,3,'room_booking',65737,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304310
65743,3,'room_booking',65738,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304387
65744,3,'room_booking',65739,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6304922
65745,3,'room_booking',65740,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6305189
65746,3,'room_booking',65741,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6305249
65747,3,'room_booking',65742,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6305252
65748,3,'room_booking',65743,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6305254
65749,3,'room_booking',65744,None,None,'2023-02-28 10:24:47.297982+09:00','2023-02-28 10:24:47.297982+09:00',None,None,None,None,6305421
65750,3,'room_booking',65745,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6305423
65751,3,'room_booking',65746,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6305705
65752,3,'room_booking',65747,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6306018
65753,3,'room_booking',65748,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6306107
65754,3,'room_booking',65749,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6306169
65755,3,'room_booking',65750,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6307258
65756,3,'room_booking',65751,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6307505
65757,3,'room_booking',65752,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6308484
65758,3,'room_booking',65753,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309043
65759,3,'room_booking',65754,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309185
65760,3,'room_booking',65755,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309188
65761,3,'room_booking',65756,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309359
65762,3,'room_booking',65757,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309441
65763,3,'room_booking',65758,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309443
65764,3,'room_booking',65759,None,None,'2023-02-28 10:24:52.949510+09:00','2023-02-28 10:24:52.949510+09:00',None,None,None,None,6309815
65765,3,'room_booking',65760,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6309817
65766,3,'room_booking',65761,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6309820
65767,3,'room_booking',65762,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6309909
65768,3,'room_booking',65763,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6310405
65769,3,'room_booking',65764,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6310470
65770,3,'room_booking',65765,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6310819
65771,3,'room_booking',65766,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6310975
65772,3,'room_booking',65767,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6311114
65773,3,'room_booking',65768,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6311703
65774,3,'room_booking',65769,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6311905
65775,3,'room_booking',65770,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6312024
65776,3,'room_booking',65771,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6312026
65777,3,'room_booking',65772,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6312651
65778,3,'room_booking',65773,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6313071
65779,3,'room_booking',65774,None,None,'2023-02-28 10:24:58.479146+09:00','2023-02-28 10:24:58.479146+09:00',None,None,None,None,6313141
67109,3,'room_booking',67104,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6613931
67110,3,'room_booking',67105,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6613934
67111,3,'room_booking',67106,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6614200
67112,3,'room_booking',67107,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6614472
67113,3,'room_booking',67108,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6614683
67114,3,'room_booking',67109,None,None,'2023-02-28 10:33:36.014037+09:00','2023-02-28 10:33:36.014037+09:00',None,None,None,None,6615022
67115,3,'room_booking',67110,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615025
67116,3,'room_booking',67111,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615154
67117,3,'room_booking',67112,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615356
67118,3,'room_booking',67113,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615623
67119,3,'room_booking',67114,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615624
67120,3,'room_booking',67115,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615724
67121,3,'room_booking',67116,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6615725
67122,3,'room_booking',67117,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6616168
67123,3,'room_booking',67118,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6616169
67124,3,'room_booking',67119,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6616284
67125,3,'room_booking',67120,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6616287
67126,3,'room_booking',67121,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6616944
67127,3,'room_booking',67122,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6617002
67128,3,'room_booking',67123,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6617659
67129,3,'room_booking',67124,None,None,'2023-02-28 10:33:41.915383+09:00','2023-02-28 10:33:41.915383+09:00',None,None,None,None,6617737
67130,3,'room_booking',67125,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6617851
67131,3,'room_booking',67126,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618218
67132,3,'room_booking',67127,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618269
67133,3,'room_booking',67128,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618396
67134,3,'room_booking',67129,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618561
67135,3,'room_booking',67130,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618702
67136,3,'room_booking',67131,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618704
67137,3,'room_booking',67132,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6618871
67138,3,'room_booking',67133,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6619197
67139,3,'room_booking',67134,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6619282
67140,3,'room_booking',67135,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6619364
67141,3,'room_booking',67136,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6619425
67142,3,'room_booking',67137,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6620113
67143,3,'room_booking',67138,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6620271
67144,3,'room_booking',67139,None,None,'2023-02-28 10:33:47.915493+09:00','2023-02-28 10:33:47.915493+09:00',None,None,None,None,6620445
68185,3,'room_booking',68180,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7011922
68186,3,'room_booking',68181,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7012762
68187,3,'room_booking',68182,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7012763
68188,3,'room_booking',68183,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7013413
68189,3,'room_booking',68184,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7014011
68190,3,'room_booking',68185,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7014341
68191,3,'room_booking',68186,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7014676
68192,3,'room_booking',68187,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7014965
68193,3,'room_booking',68188,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7015020
68194,3,'room_booking',68189,None,None,'2023-02-28 10:41:17.670593+09:00','2023-02-28 10:41:17.670593+09:00',None,None,None,None,7015050
68195,3,'room_booking',68190,None,None,'2023-02-28 10:41:24.237002+09:00','2023-02-28 10:41:24.237002+09:00',None,None,None,None,7016154
68196,3,'room_booking',68191,None,None,'2023-02-28 10:41:24.237002+09:00','2023-02-28 10:41:24.237002+09:00',None,None,None,None,7016269
68197,3,'room_booking',68192,None,None,'2023-02-28 10:41:24.237002+09:00','2023-02-28 10:41:24.237002+09:00',None,None,None,None,7017175
