id,hotelId,marketingChannelId,representativeGuestId,isReserverTheRepresentative,reserverGuestId,isMultiReservation,memo,isDailyClosing,isMonthlyClosing,otaReservationName,roomTypeGroupCode,planGroupCode,otaPlanCode,otaRoomTypeCode,otaReservationNumber,isNoLinkageSetting,tllDataId,autoGeneratedCode,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId,isHaveErrorPrice
64220,3,90,48298,True,48298,True,'kv r',False,False,None,None,None,None,None,'RYa0ffu8jt@0000000061',False,None,'0003000096','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5916347,False
64221,3,90,50476,True,50476,True,'ncmm',False,False,None,None,None,None,None,'RYa0ffubzz_1@0000000061',False,None,'0003000097','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5916624,False
64222,3,90,48446,False,50476,True,'tsZq',False,False,None,None,None,None,None,'RYa0ffubzz_2@0000000061',False,None,'0003000098','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5916626,False
64223,3,90,48640,True,48640,True,'yqZv',False,False,None,None,None,None,None,'RYa0ffukz7@0000000061',False,None,'0003000099','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5917160,False
64224,3,90,48896,False,50541,True,'nwdh',False,False,None,None,None,None,None,'RYa0ffur1m@0000000061',False,None,'0003000100','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5917380,False
64225,3,93,47857,True,47857,True,'qjco',False,False,None,None,None,None,None,'3403540830@0000000030',False,None,'0003000101','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5917657,False
64226,3,91,48785,True,48785,True,None,False,False,None,None,None,None,None,'123456768@0000000066',False,None,'0003000102','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5917848,False
64227,3,90,48669,False,50351,True,'wmle',False,False,None,None,None,None,None,'RYa0ffv1v0@0000000061',False,None,'0003000103','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5918177,False
64228,3,93,46106,False,47384,True,'sfwn',False,False,None,None,None,None,None,'2469281842@0000000030',False,None,'0003000104','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5918302,False
64229,3,90,49171,False,50748,True,'hsoq',False,False,None,None,None,None,None,'RYa0ffv7d7@0000000061',False,None,'0003000105','2023-02-28 10:15:21.442332+09:00','2023-02-28 10:15:21.442332+09:00',None,None,None,None,5918625,False
64230,3,93,46787,True,46787,False,'drxw',False,False,None,None,None,None,None,'2547322414@0000000030',False,None,'0003000106','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5918878,False
64231,3,90,47977,True,47977,True,'uk q',False,False,None,None,None,None,None,'RYa0ffveff@0000000061',False,None,'0003000107','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919001,False
64232,3,90,48575,False,50294,True,'wfpt',False,False,None,None,None,None,None,'RYa0ffvm2h@0000000061',False,None,'0003000108','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919364,False
64233,3,90,49324,False,50847,True,'xwmk',False,False,None,None,None,None,None,'RYa0ffvpri@0000000061',False,None,'0003000109','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919488,False
64234,3,90,49156,True,49156,True,'kAce',False,False,None,None,None,None,None,'RYa0ffvsk9@0000000061',False,None,'0003000110','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919627,False
64235,3,90,48385,True,48385,True,'mlZe',False,False,None,None,None,None,None,'RYa0ffvtd9@0000000061',False,None,'0003000111','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919629,False
64236,3,90,48258,True,48258,True,'beve',False,False,None,None,None,None,None,'RYa0ffvuwv@0000000061',False,None,'0003000112','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5919742,False
64237,3,93,46844,True,46844,True,'c gb',False,False,None,None,None,None,None,'2240319641@0000000030',False,None,'0003000113','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920126,False
64238,3,90,48247,True,48247,True,'ig c',False,False,None,None,None,None,None,'RYa0ffw23t@0000000061',False,None,'0003000114','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920219,False
64239,3,90,48069,True,48069,True,'fjdj',False,False,None,None,None,None,None,'RYa0ffw3td@0000000061',False,None,'0003000115','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920359,False
64240,3,90,48590,True,48590,True,'odmb',False,False,None,None,None,None,None,'RYa0ffw526@0000000061',False,None,'0003000116','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920493,False
64241,3,90,48363,False,50117,True,'nAlv',False,False,None,None,None,None,None,'RYa0ffw8eh@0000000061',False,None,'0003000117','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920666,False
64242,3,92,50698,True,50698,True,'ruby',False,False,None,None,None,None,None,'IY0820016960@0000000080',False,None,'0003000118','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920668,False
64243,3,90,48363,False,50117,True,'dgll',False,False,None,None,None,None,None,'RYa0ffwaga@0000000061',False,None,'0003000119','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5920842,False
64244,3,90,47980,True,47980,True,'lp m',False,False,None,None,None,None,None,'RYa0ffwgnj@0000000061',False,None,'0003000120','2023-02-28 10:15:26.859944+09:00','2023-02-28 10:15:26.859944+09:00',None,None,None,None,5921121,False
65427,3,93,49764,True,49764,True,'kudq',False,False,None,None,None,None,None,'3620707031@0000000030',False,None,'0003001303','2023-02-28 10:22:47.718088+09:00','2023-02-28 10:22:47.718088+09:00',None,None,None,None,6198757,False
65428,3,90,49060,True,49060,True,'nyvl',False,False,None,None,None,None,None,'RYa0fjj8d3@0000000061',False,None,'0003001304','2023-02-28 10:22:47.718088+09:00','2023-02-28 10:22:47.718088+09:00',None,None,None,None,6198968,False
65429,3,90,48083,False,49926,True,'Zq g',False,False,None,None,None,None,None,'RYa0fjjbhv@0000000061',False,None,'0003001305','2023-02-28 10:22:47.718088+09:00','2023-02-28 10:22:47.718088+09:00',None,None,None,None,6199267,False
65430,3,90,50173,False,50174,False,'mnon',False,False,None,None,None,None,None,'RYa0fjjv4g@0000000061',False,None,'0003001306','2023-02-28 10:22:53.222786+09:00','2023-02-28 10:22:53.222786+09:00',None,None,None,None,6200301,False
65431,3,90,48880,False,50528,True,' xuq',False,False,None,None,None,None,None,'RYa0fjk41b@0000000061',False,None,'0003001307','2023-02-28 10:22:53.222786+09:00','2023-02-28 10:22:53.222786+09:00',None,None,None,None,6200884,False
65432,3,93,47870,True,47870,True,'rbvo',False,False,None,None,None,None,None,'3697263806@0000000030',False,None,'0003001308','2023-02-28 10:22:53.222786+09:00','2023-02-28 10:22:53.222786+09:00',None,None,None,None,6200981,False
