id,tag,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
2,'closing-booking','2023-02-18 03:00:00.371874+09:00','2023-02-18 03:00:00.371874+09:00',None,'pms',None,None,None
